longitude,latitude,housing_median_age,house_age_category,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.39,34.03,25,NEW,3442,1050,1890,914,3.0574,319400
-117.78,33.68,15,NEW,1834,330,841,309,6.0634,234300
-119.67,36.65,20,NEW,2512,449,1464,450,3.9211,92300
-118.26,34.02,41,NEW,848,323,1428,313,1.5603,109600
-122.24,38.01,16,NEW,2084,315,1154,307,6.0102,235600
-122.25,38.16,17,NEW,4459,944,1812,888,2.9375,106700
-117.32,33.8,11,NEW,3196,576,1757,552,4.0982,173300
-118.21,34.06,52,OLD,470,115,434,123,2.095,109100
-119.77,36.8,24,NEW,3748,770,1827,719,2.7222,83100
-121.86,37.41,16,NEW,1603,287,1080,296,6.1256,266900
-117.97,33.88,9,NEW,1344,279,530,265,5.0731,185100
-121.84,39.72,52,OLD,1457,389,802,342,0.9566,69000
-118.51,34.2,37,NEW,2066,434,1031,414,4.0924,188400
-117.93,33.78,28,NEW,4380,820,2187,835,3.9018,182300
-117.75,33.61,16,NEW,2270,488,709,489,3.2845,227600
-121.46,38.7,32,NEW,965,183,568,188,3.8611,93900
-119.28,36.32,29,NEW,2274,514,1234,521,1.9138,66900
-118.74,34.28,21,NEW,4056,637,1974,634,5.9024,221000
-119.33,36.19,27,NEW,418,163,332,141,1.0714,63800
-118.75,34.27,24,NEW,3241,461,1567,446,5.5983,233300
-118.21,33.93,33,NEW,2739,801,3423,741,2.2847,132700
-122.37,37.96,37,NEW,1572,402,1046,350,0.7403,68600
-121.98,37.28,27,NEW,3526,589,1725,553,5.7812,275000
-117.03,32.61,23,NEW,1553,216,778,229,5.1538,171300
-117.28,34.41,14,NEW,2105,396,960,396,2.9934,118200
-118.02,34.13,33,NEW,2874,458,1239,431,5.2329,430900
-117.9,34.06,33,NEW,1330,209,578,192,5.6406,266200
-118.47,34.24,19,NEW,2405,661,1855,621,2.3111,255400
-122.49,37.86,35,NEW,2729,538,969,528,6.7669,500001
-121.44,38.68,19,NEW,2476,534,1355,463,2.0625,94400
-118.36,34.2,14,NEW,1878,614,1874,559,2.5267,231800
-117.28,33.06,8,NEW,4172,1022,2585,941,4.0118,245800
-122.43,37.73,52,OLD,1142,224,494,206,5.0602,298900
-118.13,34.13,52,OLD,2826,381,924,365,7.9976,500001
-118.05,33.95,33,NEW,1954,390,1600,376,3.6125,170800
-121.99,38.26,18,NEW,921,126,368,120,6.0842,261100
-122.47,37.78,52,OLD,1941,436,955,425,4.1339,396400
-121.27,38.66,15,NEW,2642,520,1032,475,4.1382,189800
-122.24,37.81,52,OLD,2026,482,709,456,3.2727,268500
-121.44,38.47,5,NEW,5666,1178,3139,1131,3.3608,108900
-118.12,33.77,10,NEW,7264,1137,2528,1057,10.2233,500001
-117.98,33.94,32,NEW,2562,491,1222,446,4.0985,226200
-118.07,34.16,35,NEW,2459,438,970,437,4.2143,369400
-118.19,34.14,46,NEW,2387,488,1181,456,3.6058,257900
-118.21,34.12,52,OLD,1301,389,1189,361,2.5139,190000
-121.92,36.63,36,NEW,877,175,349,168,3.4167,339100
-117.97,33.84,18,NEW,1063,209,462,223,2.8348,219000
-118.41,33.99,39,NEW,3014,822,3212,777,1.1985,215000
-119.44,36.6,34,NEW,864,184,579,171,2.0417,72500
-122.7,39.14,13,NEW,532,111,214,62,3.3929,108300
-122.3,37.56,37,NEW,1962,367,1267,382,4.7344,271800
-121.99,37.54,26,NEW,2332,371,1285,404,5.388,225000
-118.38,33.98,25,NEW,7105,1012,2519,1004,6.8112,500001
-117.98,33.83,17,NEW,3506,992,2104,893,3.3006,185800
-117.96,33.68,25,NEW,2004,349,1085,343,4.7656,230700
-117.64,33.66,6,NEW,5221,1217,2597,1119,4.6076,204000
-121.29,37.33,36,NEW,48,12,27,8,4,75000
-122.44,37.77,52,OLD,5604,1268,2023,1196,4.4085,400000
-118.33,33.98,28,NEW,3889,1199,3121,1046,1.8806,113900
-121.29,37.99,30,NEW,1271,528,2019,524,1.5152,81300
-121.8,37.35,17,NEW,2529,423,1756,429,5.1017,240700
-119.29,36.53,33,NEW,1509,352,1734,336,1.625,50300
-118.11,34.03,36,NEW,1493,316,989,293,3.5272,213700
-121.87,37.42,19,NEW,12128,2112,6810,2040,6.4419,264500
-122.09,37.7,33,NEW,4413,1107,2239,1051,2.9861,208200
-122.29,37.87,52,OLD,2225,460,1145,430,2.6165,150000
-117.11,32.66,52,OLD,25,5,14,9,1.625,118800
-121.9,37.39,42,NEW,42,14,26,14,1.7361,500001
-117.52,33.88,21,NEW,722,178,770,165,2.5656,102500
-121.47,38.7,31,NEW,1007,181,563,185,3.625,91300
-122.28,37.52,27,NEW,2958,655,1285,577,4.0801,397800
-118.41,34.25,33,NEW,827,192,981,184,2.6429,143100
-122.25,37.8,52,OLD,2087,510,1197,488,3.0149,218400
-119.05,34.24,24,NEW,4341,646,1929,703,5.4298,279600
-118.26,34.06,33,NEW,1950,1047,3707,1012,1.7238,110000
-117.09,32.7,15,NEW,869,217,887,216,1.4583,84200
-117.39,34.07,15,NEW,1966,331,1118,323,3.8558,122700
-122.22,37.79,37,NEW,2343,574,1608,523,2.1494,132500
-118.43,34.04,52,OLD,2425,435,962,412,5.8587,494700
-117.56,33.88,36,NEW,838,210,722,180,2.4861,96200
-118.13,34.16,52,OLD,1787,427,1107,410,2.5664,215000
-122.21,37.47,33,NEW,1266,415,1991,334,2.92,202800
-118.08,33.78,34,NEW,2287,347,1051,346,5.5767,372000
-118.23,34.21,29,NEW,2584,608,1217,568,3.3287,273400
-117.23,32.73,44,NEW,1168,263,509,256,2.7273,269700
-118.19,33.77,21,NEW,2103,727,1064,603,1.6178,137500
-117.17,32.81,26,NEW,788,127,346,125,5.0603,185700
-122,36.97,39,NEW,2702,646,1136,491,2.8941,256700
-120.61,35.12,12,NEW,3430,793,1840,720,2.9821,162000
-118.17,33.83,46,NEW,1362,214,531,222,4.3125,290500
-117.86,33.89,24,NEW,2002,253,820,241,6.9612,274500
-118.51,34.22,36,NEW,1493,285,766,272,4.8646,213200
-118.26,33.9,38,NEW,1566,318,981,318,4.0234,111900
-118.02,34.04,27,NEW,5640,1001,3538,978,5.065,215400
-118.37,34.1,37,NEW,407,67,100,47,15.0001,500001
-117.99,33.79,35,NEW,2301,467,2272,454,3.9566,167800
-122.42,37.71,44,NEW,2080,489,1781,478,3.6827,215300
-117.25,33.93,8,NEW,10110,1761,5804,1703,4.2654,137600
-122.04,37.85,27,NEW,6039,780,2181,761,9.5862,469400
-117.23,32.87,11,NEW,3123,740,1223,634,5.417,196800
-117.16,32.81,35,NEW,1213,200,532,181,3.6806,172400
-118.09,33.9,37,NEW,1147,258,742,242,4.0461,153500
-118.08,34.07,32,NEW,4089,975,3775,955,3.29,205500
-117.09,32.79,31,NEW,2019,417,872,386,3.1964,177700
-121.66,37.13,20,NEW,4477,924,2656,871,3.8788,226900
-118.24,33.96,34,NEW,946,254,1101,239,1.7396,105900
-122.02,37.53,21,NEW,4280,673,2216,681,5.7072,242200
-117.82,33.9,25,NEW,1137,170,524,164,7.5744,259300
-118.21,33.94,34,NEW,710,205,1134,233,2.7734,141100
-117.88,34,32,NEW,265,51,170,50,3.9375,187500
-118.11,33.86,36,NEW,2750,487,1386,458,4.9904,221700
-118.86,34.07,16,NEW,1409,244,970,172,8.0144,500001
-122.49,38.32,30,NEW,1631,284,788,284,3.3098,195500
-121.66,39.66,17,NEW,3502,655,1763,613,2.9625,101200
-122.33,37.93,34,NEW,2326,471,1356,441,2.3475,90300
-117.28,33.2,20,NEW,4835,854,2983,834,4.3428,152100
-122.16,37.72,38,NEW,1007,245,618,239,2.875,144800
-117.85,34.12,30,NEW,4367,1033,2524,954,3.0448,192100
-119.26,35.5,38,NEW,2536,409,1133,430,4.2375,78600
-123.35,40.99,23,NEW,141,59,47,23,1.125,66000
-118.14,34.16,39,NEW,2776,840,2546,773,2.575,153500
-118.39,34.23,43,NEW,1193,299,1184,320,2.1518,161600
-117.03,32.79,17,NEW,7352,1699,3331,1634,2.7006,166300
-117.84,33.8,34,NEW,2004,331,843,328,3.59,230600
-116.69,33.5,13,NEW,1187,255,442,179,1.9107,155700
-121.09,37.61,42,NEW,1787,296,921,287,3.8864,171400
-117.14,32.76,35,NEW,2539,661,1308,629,2.6777,146400
-122.69,38.46,32,NEW,2970,504,1117,512,5,275900
-121.13,38.55,8,NEW,530,109,398,96,4.2031,212500
-121.87,37.27,25,NEW,1730,226,721,243,7.5845,279300
-117.91,33.66,26,NEW,5761,1326,2681,1116,4.0341,243300
-121.94,37.34,42,NEW,2174,420,1304,464,3.1429,286500
-121.83,37.95,17,NEW,1133,244,716,235,2.875,162500
-124.17,41.8,16,NEW,2739,480,1259,436,3.7557,109400
-118.33,34.06,52,OLD,1368,231,737,248,8.3617,433800
-118.24,33.8,28,NEW,636,169,788,143,3.6161,131300
-122.59,38.12,25,NEW,7784,1145,3445,1166,6.0132,287900
-122.48,37.71,29,NEW,1048,150,455,152,6.1278,417600
-120.73,37.38,37,NEW,653,176,827,176,1.9236,64400
-117.04,32.62,26,NEW,3620,607,2000,593,4.9962,156000
-118.44,34.27,36,NEW,1111,275,1333,266,3.5347,158100
-121,37.61,36,NEW,2647,604,2045,550,2.273,62900
-117.84,33.89,24,NEW,3935,625,1912,593,5.7951,226900
-122.25,37.77,52,OLD,1527,320,825,264,3.4531,208800
-118.36,34.1,37,NEW,7097,2010,2913,1939,2.875,300000
-116.92,32.79,24,NEW,4055,742,2123,744,4.5224,142000
-121.94,38.35,8,NEW,3157,559,1758,569,4.412,140100
-120.87,35.41,16,NEW,2168,444,782,374,3.0187,278100
-118.1,33.83,36,NEW,2000,343,956,352,5.3735,234400
-117.99,34.07,31,NEW,1507,369,1548,347,3.4327,147200
-121.49,37.94,31,NEW,1860,394,1848,293,2.2891,162500
-119.63,36.32,36,NEW,1518,287,749,255,2.2333,61000
-121.89,39.76,15,NEW,10265,1860,4591,1906,3.07,142600
-117.11,32.76,31,NEW,2293,549,1108,557,3.3854,204400
-118.14,34.07,42,NEW,1036,199,656,215,4.1902,235000
-118.26,33.95,38,NEW,1387,346,1240,355,1.6898,95100
-122.35,40.56,16,NEW,2801,614,1695,563,1.9,81600
-118.26,34.06,40,NEW,637,273,1150,263,1.8625,131300
-117.82,33.71,9,NEW,5206,992,4660,978,2.885,162500
-119.98,38.96,25,NEW,2443,444,868,342,3.5417,114800
-118.43,34.09,27,NEW,1613,200,497,197,7.9835,500001
-117.14,32.75,20,NEW,1182,379,678,326,2.1937,162500
-118.47,34.3,16,NEW,2495,551,2314,567,3.6736,192200
-121.78,38.68,39,NEW,2806,662,1659,638,1.9787,97800
-122.28,37.8,52,OLD,96,31,191,34,0.75,162500
-117.21,32.8,19,NEW,786,282,525,229,1.7273,137500
-121.46,38.54,48,NEW,1001,205,605,175,1.8333,58200
-121.13,36.21,30,NEW,1484,414,1200,351,1.7548,95800
-122.53,37.97,52,OLD,205,119,228,132,1.9063,200000
-122.35,37.92,36,NEW,921,200,585,236,1.9224,94000
-122.12,37.28,21,NEW,349,64,149,56,5.8691,360000
-121.32,38.26,4,NEW,6125,1063,3077,953,4.1179,134600
-121.91,36.62,40,NEW,1292,271,504,230,2.475,258300
-117.81,33.71,16,NEW,2666,387,1227,347,7.3769,302400
-119.71,36.81,19,NEW,2282,550,1034,500,1.6618,69700
-119.19,34.17,27,NEW,2183,364,1458,388,4.4567,191100
-117.82,33.79,26,NEW,2641,633,3657,617,4.1339,222300
-118.27,34.16,48,NEW,1301,253,637,260,4.3438,252700
-118.33,34.1,45,NEW,1913,696,1552,611,2.0888,237500
-122.29,37.91,46,NEW,2085,346,748,354,4.0536,262000
-118.02,33.82,21,NEW,2052,456,1173,432,3.7885,204500
-118.22,33.96,35,NEW,1437,474,2113,484,2.6179,158800
-116.89,32.82,18,NEW,2515,443,1442,449,5.0201,154400
-117.95,33.86,35,NEW,2478,431,1333,427,5.2099,191400
-122.27,37.48,26,NEW,3542,507,1392,524,8.5184,500001
-120.51,39.52,26,NEW,2286,444,498,216,2.065,96100
-118.42,34.09,40,NEW,3552,392,1024,370,15.0001,500001
-119.5,35.27,23,NEW,3827,696,1993,617,3.0742,57900
-122.91,39.07,21,NEW,2202,484,1000,381,2.4423,102300
-122.46,37.77,52,OLD,1824,388,799,363,3.75,435700
-121.54,36.99,27,NEW,2361,449,1782,397,3.2614,305000
-118.45,34.19,37,NEW,1073,254,739,253,2.4667,192200
-117.95,34.05,35,NEW,1309,276,1113,253,4.375,156500
-120.56,35.48,12,NEW,4161,731,1609,615,5.0947,267500
-122.46,37.65,21,NEW,2751,502,2027,491,5.2573,322900
-117.85,33.76,33,NEW,1866,327,1053,371,4.5461,213800
-118.21,33.92,37,NEW,1705,403,1839,410,2.5833,132700
-118.17,33.98,31,NEW,1236,329,1486,337,3.0938,155400
-121.79,37.34,20,NEW,2018,328,1196,323,4.9318,262400
-117.98,33.83,32,NEW,1133,166,523,187,6.213,230800
-118.43,34.3,37,NEW,1394,313,1111,327,3.6023,161800
-121.69,39.36,34,NEW,842,186,635,165,1.8355,63000
-117.27,33.77,16,NEW,2876,576,1859,545,2.0878,101300
-122.41,37.59,40,NEW,2401,383,894,356,5.6493,422400
-117.48,34.1,30,NEW,2287,531,1796,503,2.5833,90600
-117.06,32.7,12,NEW,3943,737,3280,751,4.112,141400
-121.92,36.63,40,NEW,1076,193,406,180,3.4943,311100
-120.44,37.31,16,NEW,3369,532,1770,574,5.2662,126200
-117.18,32.7,44,NEW,2655,514,1102,489,3.6759,368800
-121.57,39.12,30,NEW,2601,534,1702,506,2.08,56600
-122.21,37.79,52,OLD,762,190,600,195,3.0893,125000
-118.91,35.3,28,NEW,1793,358,1233,351,2.7845,82200
-121.95,37.32,20,NEW,1145,198,431,173,3.1103,281900
-121.35,38.68,20,NEW,7085,1222,3455,1229,4.3118,120000
-121.28,38.76,47,NEW,2901,631,1276,578,2.1366,101900
-118.35,33.89,30,NEW,1143,299,776,273,4.2829,240000
-121.98,37.97,26,NEW,2714,390,1232,409,5.9617,231100
-120.02,38.92,24,NEW,1194,246,414,151,3.2396,101900
-122.28,37.77,52,OLD,1468,363,870,347,2.9688,220800
-118.06,34.58,36,NEW,1493,258,899,260,3.86,109300
-119.02,35.38,52,OLD,90,35,36,31,0.8054,60000
-122.43,37.79,52,OLD,6186,1566,2065,1374,5.8543,500001
-118.07,33.86,17,NEW,3666,562,2104,579,5.6818,338900
-122.3,38,34,NEW,1712,317,956,341,4.4394,162000
-117.17,33.28,16,NEW,1921,312,862,280,5.1786,376800
-117.3,34.14,37,NEW,1454,261,761,248,2.3438,88100
-117.71,33.6,25,NEW,1949,459,602,428,2.7601,72500
-122.5,37.78,46,NEW,2646,607,1418,563,3.7167,332800
-122.72,38.45,41,NEW,1743,373,780,357,3.1467,175500
-118.43,34.18,31,NEW,2417,510,1102,507,3.8906,282200
-118.03,33.97,22,NEW,2185,623,1644,606,2.593,192000
-118.42,33.99,23,NEW,5548,1245,2847,1229,4.4228,366900
-118.29,33.96,31,NEW,4022,1208,3707,1007,1.3096,116300
-117.98,33.73,22,NEW,4232,624,2408,660,6.6539,284900
-121.91,39.14,45,NEW,845,155,343,136,2.125,62000
-119.59,36.64,27,NEW,823,171,798,200,3.0521,113800
-118.33,34.11,37,NEW,2330,434,846,457,8.2335,430200
-120.63,38.75,17,NEW,3145,621,1432,559,2.7201,117500
-122.12,37.75,28,NEW,794,111,329,109,7.6923,329800
-118.35,33.95,45,NEW,1076,213,781,238,3.95,164000
-120.44,34.96,29,NEW,2374,562,1617,463,2.6531,108300
-117.08,33.12,43,NEW,107,44,107,48,0.7054,137500
-121.27,38.61,17,NEW,6663,1369,2840,1299,2.9452,115600
-120.07,36.96,32,NEW,1268,283,549,273,1.4511,65200
-117.66,34.06,39,NEW,1405,339,1489,336,1.608,91800
-117.06,33.01,24,NEW,2618,485,726,443,3.5192,159100
-117.92,33.73,17,NEW,1692,293,934,280,4.4728,205800
-117.93,33.92,34,NEW,2271,437,1393,433,4.2443,174400
-122.59,38.92,15,NEW,1410,329,599,273,2.1953,75000
-118.14,33.84,36,NEW,3002,484,1322,471,4.933,228900
-120.79,37.08,9,NEW,97,20,91,22,2.9063,55000
-117.6,34.11,18,NEW,6025,1062,3360,1028,4.8889,155700
-122.02,37.55,33,NEW,1325,274,909,267,4.5687,177200
-118.14,33.97,31,NEW,1161,267,1175,282,3.0114,177000
-122.31,37.54,38,NEW,1946,407,975,417,4.0726,385400
-122.26,37.83,52,OLD,2432,715,1377,696,2.5898,176000
-121.88,37.68,23,NEW,2234,270,854,286,7.333,337200
-122.53,37.94,18,NEW,878,255,384,247,4.7344,200000
-117.71,33.63,16,NEW,1565,274,950,280,5.8399,220600
-120.1,39.19,17,NEW,1480,241,202,80,3.9375,213200
-117.77,33.72,9,NEW,2153,316,954,324,7.8139,304700
-118.01,33.84,35,NEW,4166,713,2354,709,5.1775,213400
-122.19,37.71,36,NEW,361,69,158,58,5.5461,262500
-120.36,38.21,10,NEW,4300,845,1480,609,2.8208,139900
-117.32,34.03,13,NEW,3853,761,1685,669,3.9024,122400
-117.71,34.02,17,NEW,12689,2426,7343,2230,3.6361,157700
-118.26,33.91,33,NEW,954,241,655,218,2.5882,92800
-121.94,36.58,23,NEW,4911,693,1480,606,6.777,500000
-121.76,37.69,29,NEW,3433,711,1919,709,3.3841,184400
-121.94,36.55,30,NEW,2722,584,628,384,3.4048,487100
-122.64,38.01,36,NEW,1199,232,551,229,3.7321,266700
-119.34,36.34,5,NEW,4505,834,1917,775,4.0144,126600
-122.06,37.27,16,NEW,1612,221,567,208,10.5793,500001
-117.94,33.73,24,NEW,4197,718,2468,714,5.2563,211400
-118.44,33.98,21,NEW,18132,5419,7431,4930,5.3359,500001
-117.69,34.01,30,NEW,2598,573,2170,518,2.3,95600
-117.87,34.15,24,NEW,5745,735,2061,679,8.2827,451400
-119.69,36.38,25,NEW,1688,302,879,277,3.3214,103100
-122.28,38,26,NEW,2335,413,980,417,3.4471,178900
-118.33,34.04,31,NEW,1090,251,955,239,2.913,192500
-118.17,34.07,37,NEW,1155,225,814,241,3.875,148500
-117.95,34.14,13,NEW,3859,710,2283,759,4.5594,184500
-118.28,33.79,28,NEW,1895,420,1422,389,4.3816,191300
-120.86,37.69,5,NEW,6660,1217,3012,1087,3.0809,143600
-120.15,39.17,32,NEW,1684,359,454,209,2.9125,145800
-117.05,32.71,25,NEW,3292,608,2266,592,3.2986,119200
-121.44,38.52,36,NEW,3446,950,2460,847,1.6521,69700
-118.5,34.19,26,NEW,2156,509,1142,470,4,224700
-121.44,37.76,5,NEW,7264,1285,3670,1146,5.0443,194800
-121.95,37.37,39,NEW,446,129,317,127,3.0357,208300
-122.43,37.77,52,OLD,2685,629,1170,614,3.6894,418800
-118.28,34.01,48,NEW,483,190,775,188,2.3309,126600
-118.28,33.84,27,NEW,2326,533,1697,546,3.8633,187900
-118.33,34.04,48,NEW,2437,443,1400,426,2.628,251100
-118.27,33.95,35,NEW,2073,494,1753,490,1.5,93600
-120.42,34.91,4,NEW,6986,1217,2801,1212,3.2135,212700
-117.1,32.83,16,NEW,1049,154,467,160,6.2047,248100
-121.89,36.89,18,NEW,2774,492,1283,353,5.368,352000
-118.22,33.96,42,NEW,1380,331,1290,288,2.8,161800
-117.27,33.02,13,NEW,5723,1242,2450,1140,4.7179,376700
-121.29,38.68,20,NEW,1881,378,921,360,1.8589,144000
-121.95,37.31,27,NEW,2462,570,1278,565,3.5652,329500
-118.96,35.37,41,NEW,1463,339,1066,318,1.7467,52400
-121.88,36.58,29,NEW,4910,871,3438,904,4.0432,450000
-117.25,34.41,13,NEW,3682,668,1606,668,2.1875,119700
-118.38,33.77,17,NEW,10950,2207,4713,2043,6.3064,418300
-114.55,32.8,19,NEW,2570,820,1431,608,1.275,56100
-119.81,34.44,23,NEW,3172,588,1467,559,4.6806,288900
-117.12,33.49,4,NEW,21988,4055,8824,3252,3.9963,191100
-118.32,33.8,39,NEW,1415,298,729,278,3.1648,244800
-122.18,37.73,43,NEW,1391,293,855,285,2.5192,76400
-118.1,34.13,47,NEW,2234,276,749,260,15.0001,500001
-122.27,40.39,26,NEW,1833,422,939,408,1.3571,59000
-121.94,37.73,22,NEW,6719,1068,2843,994,6.1265,260300
-121.29,38.63,24,NEW,2868,527,1284,487,3.3182,213000
-117.59,33.44,3,NEW,5813,1264,2363,1041,4.3897,341300
-118.44,34.19,29,NEW,1599,459,1143,438,2.4583,199100
-118.15,34.03,42,NEW,1481,411,1206,394,2.6806,189300
-116.48,33.8,15,NEW,3004,615,437,210,3.6667,90000
-118.41,33.98,33,NEW,3331,777,1695,735,3.9727,307200
-121.05,37.65,5,NEW,3096,545,1760,519,4.5701,146400
-122.42,37.8,50,NEW,2494,731,958,712,3.2356,500001
-117.31,34.11,38,NEW,1208,321,1225,317,1.4663,64000
-116.99,32.76,21,NEW,3833,595,1645,589,4.625,273500
-122.11,37.89,32,NEW,2372,516,1067,492,4.3235,279500
-122.27,37.8,10,NEW,105,42,125,39,0.9722,137500
-121.87,37.38,16,NEW,3275,529,1863,527,5.5429,269100
-118.2,33.77,22,NEW,1118,437,1190,399,1.9797,143800
-117.12,32.57,35,NEW,1450,256,930,286,2.6715,133300
-118.33,34,52,OLD,1114,169,486,176,4.2917,247600
-117.17,32.82,21,NEW,2869,596,1471,577,3.0375,197600
-120.36,40.45,19,NEW,689,143,355,127,1.7333,70000
-116.52,33.81,12,NEW,12396,2552,2548,1265,3.4394,162200
-119.82,36.77,41,NEW,1441,274,646,296,3.0568,71300
-118.35,33.87,28,NEW,2319,579,1369,564,3.6169,257000
-117.34,34.49,9,NEW,3293,585,1678,530,3.2941,98300
-118.55,34.17,36,NEW,2127,297,761,274,7.8392,500001
-122.11,38.09,11,NEW,673,145,318,137,2.3929,122500
-122.26,37.56,23,NEW,7283,1342,3399,1298,5.6683,391000
-121.35,38.66,24,NEW,3313,769,1631,681,2.5556,105700
-118.21,34.04,37,NEW,845,249,881,252,2.2454,165000
-118.34,34.07,52,OLD,3421,598,1203,564,4.1618,500001
-117.88,34.13,25,NEW,2559,654,1674,623,2.8547,155600
-117.87,33.84,23,NEW,1678,369,912,347,4.5,237300
-117.34,34.08,33,NEW,4924,1007,3502,953,3.233,99400
-118.33,34.02,11,NEW,1249,313,625,336,0.8702,170500
-118.33,33.79,29,NEW,4389,873,2069,901,4.1071,365600
-119.29,35.76,15,NEW,3938,789,3500,768,2.1295,59800
-117.09,32.62,37,NEW,1538,298,867,285,3.0729,128700
-121.81,37.25,5,NEW,1975,520,861,440,4.4565,159000
-120.29,37.94,17,NEW,1459,297,753,271,3.05,144800
-120.7,35.14,17,NEW,5805,1097,1919,932,3.5352,357800
-118.17,34.06,36,NEW,871,201,2862,181,2.1845,123800
-117.99,33.93,27,NEW,3708,718,1921,721,4.375,210400
-118.25,34.22,30,NEW,2062,396,1089,375,5.5362,301200
-118.11,33.83,36,NEW,1820,313,899,295,4.918,225200
-122.04,37.33,22,NEW,4011,963,2206,879,4.5721,351200
-119.67,36.57,32,NEW,1604,292,868,276,2.1908,110000
-119.56,36.71,37,NEW,1609,374,1173,344,2.181,59900
-122.35,37.96,36,NEW,2191,531,1563,524,2.5164,114200
-117.08,32.58,15,NEW,1462,274,1002,271,3.9698,142700
-118.61,34.2,29,NEW,1673,284,794,270,5.5191,245800
-118.24,34.14,27,NEW,2909,1021,2614,935,2.1444,229000
-118.4,34.03,43,NEW,1006,201,520,199,6.5669,372800
-116.98,33.26,12,NEW,5898,1002,3129,945,4.7647,254100
-117.93,33.68,33,NEW,2664,432,1197,429,5.069,264200
-122.25,37.47,38,NEW,645,124,265,103,5.4688,305000
-118.19,33.84,44,NEW,2731,577,1396,555,4.1771,219100
-118.45,34.32,23,NEW,3481,641,1952,682,4.26,189400
-122.14,39.97,27,NEW,1079,222,625,197,3.1319,62700
-118.3,34.02,27,NEW,2190,626,1768,528,1.2446,103800
-117.9,33.73,31,NEW,1171,306,1690,301,3.2639,155200
-121.58,39.15,38,NEW,1756,396,837,401,1.9122,55500
-121.95,38.35,16,NEW,2084,292,1099,292,5.8269,150200
-117.69,34.07,35,NEW,3222,559,1970,550,3.7083,131000
-117.08,32.74,35,NEW,1434,253,753,228,2.3812,135100
-118.29,34,41,NEW,1807,493,1731,471,1.2347,111700
-123.8,39.46,35,NEW,1718,345,698,299,2.9243,131600
-119.12,35.33,4,NEW,8574,1489,4250,1444,5.1036,103400
-121.8,37.34,20,NEW,2686,414,1507,405,5.8068,263900
-117.09,32.75,19,NEW,2739,707,2004,622,1.6318,117700
-122.13,37.43,40,NEW,3454,648,1498,647,5.2114,438400
-117.98,33.76,24,NEW,1880,405,967,418,4.4545,192500
-122.33,37.94,43,NEW,1876,389,807,377,3.1571,141600
-121.44,38.54,39,NEW,2855,574,1217,562,3.2404,93600
-118.02,33.7,23,NEW,5069,770,2473,769,6.3047,285700
-117.88,33.84,26,NEW,1499,290,755,277,3.5893,238500
-120.46,37.31,35,NEW,2042,378,953,356,2.7344,87800
-118.31,33.72,26,NEW,2711,508,1372,459,4.1451,326700
-117.82,33.67,17,NEW,2895,439,1588,450,6.276,290700
-117.99,33.87,17,NEW,2334,537,1662,535,3.0147,217000
-119.8,36.86,7,NEW,6434,1201,2733,1045,3.7656,145000
-121.47,38.58,43,NEW,3807,952,1484,850,2.3266,137500
-117.6,33.87,15,NEW,7626,1570,3823,1415,3.4419,138100
-117.1,32.75,11,NEW,2393,726,1905,711,1.3448,91300
-117.88,33.76,17,NEW,1768,474,1079,436,1.7823,205300
-118.35,33.99,48,NEW,2741,439,1115,459,5.0514,269100
-121.81,37.31,14,NEW,2731,578,1109,551,3.1382,139700
-120.43,34.9,30,NEW,2388,393,1117,375,4.1058,164000
-118.19,34.05,29,NEW,855,199,785,169,2.6964,122200
-117.89,33.91,33,NEW,1264,224,527,227,3.7321,216500
-118.27,34.02,21,NEW,1314,375,1505,366,2.319,97200
-116.73,34.52,16,NEW,1247,315,433,159,1.0568,75000
-121.5,38.52,37,NEW,2008,466,1261,427,2.2574,59100
-120.61,35.12,16,NEW,1671,354,935,340,2.5792,163800
-120.63,36.98,20,NEW,2380,489,1581,505,2.0595,61300
-117.06,32.59,13,NEW,3920,775,2814,760,4.0616,148800
-119.02,35.42,40,NEW,1912,439,1015,413,1.4598,52600
-118.14,34.03,38,NEW,1447,293,1042,284,4.1375,211500
-118.31,33.73,52,OLD,2025,361,957,363,4.2059,350000
-121.94,38.37,14,NEW,1156,216,574,227,3.2396,143800
-122.51,37.92,32,NEW,2622,541,1022,464,3.7647,375000
-119.45,36.16,27,NEW,2119,373,1268,345,2.8152,106900
-118.19,33.97,27,NEW,2911,972,3559,945,1.9485,146300
-116.71,33.75,25,NEW,10665,2161,1874,852,3.0625,150500
-118.28,33.99,35,NEW,1138,304,1128,311,1.8818,100000
-118.12,33.85,37,NEW,2584,453,1333,481,4.3661,219900
-122.53,37.63,27,NEW,2589,658,1386,608,2.9087,228200
-121.06,37.73,5,NEW,2256,420,1246,397,4.9236,155900
-120.88,38.45,25,NEW,1374,297,657,288,2.5476,97900
-117.11,32.58,12,NEW,1086,294,870,290,2.4213,132500
-117.9,33.65,27,NEW,3310,598,1402,563,6.632,441100
-121.87,37.66,52,OLD,775,134,315,123,5.0677,233300
-121.3,37.96,52,OLD,1354,314,679,311,1.7788,97400
-117.8,33.85,16,NEW,4151,637,1558,604,5.806,304900
-118.55,34.2,31,NEW,1963,420,1494,415,3.5313,211800
-118.44,34.24,36,NEW,1660,301,1225,307,4.095,184000
-117.91,33.88,34,NEW,1851,291,784,290,5.2336,235600
-118.51,34.23,27,NEW,4580,918,2252,850,4.7926,454400
